langs,fruits,plants,food,vegetables,colors,animals,possession,family,occupation,places,household-items
hi_bn,0.22888352097943426,0.25046300888061523,0.2744065701961517,0.1919956753651301,0.13655575960874558,0.04813737794756889,-0.05480634868144989,0.15094738701979318,0.039403077214956284,0.054573780158534646,0.12036218345165253
hi_ta,0.04995008930563927,0.004589797463268042,-0.03198276413604617,0.055266340263187885,-0.04040742889046669,-0.06812798827886582,-0.15165388509631156,0.105241517846783,0.04254915583878756,-0.08925830910447985,-0.12146022096276284
hi_gu,-0.15075511150062085,-0.1675575241446495,-0.10276490524411201,-0.11881525938709576,-0.12559182196855545,-0.026735945045948027,-0.1800360709428787,0.030643204343505204,0.14736458510160447,0.12757229525595903,-0.24210035502910615
hi_te,0.2380232259631157,0.17948506362736225,0.18560455739498138,0.20725409189860025,0.26745768785476687,0.0951166182756424,0.09770738240331411,-0.027654532498369615,0.010748112201690673,0.07098618423333392,0.1546453580260277
hi_kn,-0.07584701403975487,-0.0641967381699942,-0.0495415449142456,-0.09815886151045561,-0.02574043832719326,0.00909390973392874,-0.035812368243932725,0.16844617870325843,0.13389067128300666,0.04690683260560036,-0.06508101858198642
hi_ml,0.10812654327601194,0.005176249518990516,0.18592810034751892,0.14468303074439368,-0.008476471155881881,0.07232862710952759,0.04919555708765984,-0.02557509485632181,0.04784984290599823,0.16052046604454517,0.1691542774438858
hi_mr,0.0252009442076087,-0.02904028370976448,-0.039574356749653816,-0.043010844577414296,-0.04852927997708321,-0.05037243403494358,0.02240908220410347,0.08830845559714362,0.008541779220104217,-0.022897088434547186,-0.09925195667892694
bn_ta,0.14013001676648856,0.091270312666893,0.19363610446453094,0.18107916476825872,0.13221585471183062,0.10017030239105225,0.11591634079813957,0.15758164483122528,0.114491668343544,0.14476394653320312,0.17226714491844178
bn_gu,-0.007171197491697967,-0.007266543246805668,-0.024550702422857285,-0.032464109167146184,-0.07333779335021973,-0.036984272906556724,0.041535410471260546,0.060702744871377945,-0.0007247086614370346,-0.03438411362003535,-0.0349704310297966
bn_te,0.0619928490370512,0.04723833054304123,0.06420523524284363,0.05409156709598998,0.10163739491254091,0.07309048175811768,-0.01340920925140381,0.036379278637468815,-0.046901007369160655,0.006066868547350168,0.07269285246729851
bn_kn,-0.16718415319919586,-0.1403649628162384,-0.1487702488899231,-0.14109897861878076,-0.1706339031457901,-0.14682749509811402,-0.1172876201570034,-0.135776170839866,-0.09825519174337387,-0.13984439987689257,-0.16193620562553407
bn_ml,0.1080470323562622,0.10067482143640519,0.10385893732309341,0.10283347591757774,0.09434451684355735,0.10609898939728737,0.11884605437517166,0.08879192049304645,0.10033351182937622,0.09967495338059962,0.1120514303445816
bn_mr,0.05835681334137917,0.03282071612775326,0.04891464598476887,0.03601749148219824,0.10932069793343543,0.05430028438568115,0.03518688976764679,0.054366206750273705,0.0600416149944067,0.037772721727378666,0.05127910450100899
ta_gu,0.09016366302967072,0.09613284356892109,0.10278887152671815,0.10109556404252847,0.07157868221402168,0.07714100331068038,0.10625592172145844,0.08407164240876834,0.09533541351556778,0.09859139332547784,0.11431814432144165
ta_te,-0.07649019137024879,-0.053965207934379575,-0.11642398238182068,-0.09584295377135277,-0.08980443738400937,-0.056820477545261386,-0.08999525159597396,-0.07976885077853997,-0.10635028630495072,-0.09312557615339756,-0.1012146607041359
ta_kn,0.3051884829998016,0.2775160789489746,0.2738942623138428,0.2719460502266884,0.3091929733753204,0.2461954116821289,0.3125188171863556,0.27683981011311215,0.30390276312828063,0.2821819446980953,0.2921616405248642
ta_ml,-0.2518428027629852,-0.22659821510314943,-0.23718777000904084,-0.23838825772205988,-0.26558167636394503,-0.24276072084903716,-0.2598607003688812,-0.2537480369210243,-0.2707876473665237,-0.25479880906641483,-0.24321503341197967
