langs,fruits,plants,food,vegetables,colors,animals,possession,family,occupation,places,household-items
hi_bn,0.09170105893954339,0.1160115034215049,-0.03295721411285661,-0.034574464702750614,0.15850730995915702,0.1342868554106469,-0.06257455859892011,0.04191363472186684,0.1816608372928039,0.149668408001791,0.0792790062645249
hi_ta,-0.03052607028583502,-0.04828209942364539,-0.003709216450783071,0.04604550713995126,0.08515139404098548,-0.01605668903944953,-0.04379837686440911,-0.08041288055018396,-0.030295482801958963,0.005315279023966055,0.17977340733689515
hi_gu,0.02473583519674293,0.054465258470025965,-0.029740674196488463,-0.03840504473043883,0.08267598622257949,-0.10487990456484399,0.04111220079839059,0.0486891837350644,-0.1227890774110775,-0.007680465743644033,0.011258773524348302
hi_te,0.13572125640417607,0.053632948488580454,0.049083933781475915,0.06577575794932337,0.1282024796250204,-0.0108005562344802,-0.17948330984527167,-0.013894702117839785,-0.05640625017870483,-0.05166301103488795,-0.06877360191720872
hi_kn,-0.016859209313902918,-0.05419081663234804,-0.05029417447127179,-0.08205974652618138,-0.06368731432350107,0.02438205912238561,-0.2154481657972387,0.0022306061669199657,-0.028921709710510328,-0.08927791533982801,-0.0491126732773802
hi_ml,-0.12535517589784398,-0.13733764614413102,-0.16490720246487128,-0.0862379512246934,-0.19848165921733005,-0.08487336273391949,-0.003389502920643668,-0.1716259961532262,-0.15378664675246378,-0.005619010930574912,-0.11188041504927554
hi_mr,0.05410537137959472,0.0043487848798762704,0.051363493123216086,0.03028684386813157,0.019632280819162816,-0.03456247125910448,0.03234714977531645,-0.02025419662735422,0.13333188002500773,0.09682080424105217,0.06934150696952175
bn_ta,0.03777748551229668,0.08660018646667356,0.17070988866352943,0.15007816909883445,-0.05164860713479829,0.1332355874074435,0.1791047265693773,0.09259369221157018,-0.07182842741823937,0.014148827952469184,0.13661483557334375
bn_gu,0.05899269748809164,0.04912756077442301,0.0174519303241931,-0.017256446845874126,0.0027049970024547575,-0.017454690504791957,0.0036727601030992728,-0.0874586314926311,-0.05901724538209641,-0.002649784332674951,-0.048890622309826826
bn_te,0.11474759676004435,0.0409286243434149,0.08278673495861662,0.08041168132443278,-0.033392283956911184,0.0851751906257328,-0.044074886970268234,0.0771918132197115,0.10095244803200906,0.06270819369597144,0.06956613446473395
bn_kn,0.04364765671630228,0.02543314131189974,0.03918511586715865,0.02778357393564414,-0.06638618666464624,0.07304574398794976,0.01729299903072459,-0.0478411356442129,-0.0071241401161062645,0.029154969774334016,0.038342736002229864
bn_ml,0.10942555821998257,0.03579439193295964,0.10808131918849305,0.10485588751441037,-0.0075868380372993045,0.13427058233212774,0.09780290904553815,-0.002865447751963906,0.015736441373039343,-0.030321570016373846,0.0874418875743006
bn_mr,-0.16643876645513653,-0.02165245706247216,-0.10509510172082284,-0.09984345964214413,0.0054651547625208085,0.03683094700087501,-0.020828493657962834,0.1144088714834556,-0.05271727162439735,0.04626881859045822,-0.11808635361891223
ta_gu,0.18836533595308777,0.019205317303188613,0.021906408636153913,0.032385820070298325,0.13918390770253136,0.029864027645390645,0.013748729195936482,0.006833727456244968,0.14350084959679987,0.04715490681361405,0.08133058453533987
ta_te,-0.07458884886417798,-0.015687380499326956,-0.045782469983264934,-0.05218403424793009,-0.06010528029529921,-0.034192442258222884,-0.1343656170730523,-0.10604750597305124,-0.01404235049290576,-0.0776867004585762,-0.04071405233442861
